,uid
4223,1187388
4224,1189264
4225,1190080
4226,1194797
4227,1198117
4228,1201480
4229,1201763
4230,1202858
4231,1204867
4232,1207677
4233,1208420
4234,1209709
4235,1209934
4236,1215360
4237,1215743
4238,1217186
4239,1217699
4240,1218126
4241,1219079
4242,1219894
4243,1222043
4244,1222239
4245,1228335
4246,1232655
4247,1233248
4248,1233257
4249,1239766
4250,1239898
4251,1241140
4252,1241787
4253,1243597
4254,1243852
4255,1244023
4256,1245102
4257,1247667
4258,1250873
4259,1252576
4260,1253218
4261,1254102
4262,1256507
4263,1257411
4264,1261994
4265,1264873
4266,1267512
4267,1272432
4268,1275279
4269,1280851
4270,1293570
4271,1294301
4272,1297640
4273,1297901
4274,1302973
4275,1307351
4276,1308153
4277,1312537
4278,1314437
4279,1314737
4280,1316845
4281,1317703
4282,1322667
4283,1327144
4284,1329035
4285,1332349
4286,1338062
4287,1342456
4288,1347339
4289,1348102
4290,1354418
4291,1355283
4292,1359323
4293,1361951
4294,1364722
4295,1366040
4296,1366722
4297,1369853
4298,1377100
4299,1377237
4300,1381079
4301,1382920
4302,1383240
4303,1383313
4304,1384249
4305,1384303
4306,1394296
4307,1398655
4308,1400836
4309,1401532
4310,1402451
4311,1403904
4312,1405603
4313,1408044
4314,1408630
4315,1410137
4316,1410710
4317,1411128
4318,1415726
4319,1421970
4320,1426652
4321,1434605
4322,1434753
4323,1435082
4324,1438370
4325,1441912
4326,1443233
4327,1452598
4328,1458777
4329,1459522
4330,1468549
4331,1471220
4332,1471542
4333,1479460
4334,1483053
4335,1483479
4336,1488852
4337,1491544
4338,1493034
4339,1494500
4340,1495138
4341,1496047
4342,1501367
4343,1503325
4344,1504582
4345,1505634
4346,1508601
4347,1508831
4348,1514793
4349,1516080
4350,1522187
4351,1528893
4352,1530491
4353,1533935
4354,1534049
4355,1535862
4356,1536251
4357,1536821
4358,1536826
4359,1537060
4360,1543118
4361,1548118
4362,1554600
4363,1566453
4364,1566564
4365,1566674
4366,1568279
4367,1569369
4368,1581010
4369,1588058
4370,1588078
4371,1590470
4372,1595498
4373,1596818
4374,1600456
4375,1600561
4376,1607794
4377,1619338
4378,1620880
4379,1621074
4380,1621510
4381,1621754
4382,1621775
4383,1623033
4384,1623253
4385,1629198
4386,1629545
4387,1634425
4388,1636343
4389,1643451
4390,1643861
4391,1646465
4392,1647100
4393,1649719
4394,1651465
4395,1652130
4396,1653418
4397,1653918
4398,1656467
4399,1657337
4400,1659298
4401,1659596
4402,1662645
4403,1664290
4404,1665301
4405,1666215
4406,1668905
4407,1670758
4408,1671633
4409,1675010
4410,1675712
4411,1682921
4412,1683135
4413,1683402
4414,1686801
4415,1687363
4416,1687576
4417,1689549
4418,1695865
4419,1697971
4420,1699341
4421,1700938
4422,1708165
4423,1713830
4424,1716069
4425,1719448
4426,1719472
4427,1719774
4428,1729250
4429,1733643
4430,1734621
4431,1735471
4432,1735639
4433,1738465
4434,1738587
4435,1739415
4436,1741474
4437,1743118
4438,1746617
4439,1747353
4440,1747877
4441,1754285
4442,1757155
4443,1760663
4444,1767581
4445,1771529
4446,1775528
4447,1776733
4448,1778080
4449,1780089
4450,1780273
4451,1780383
4452,1781191
4453,1782641
4454,1786226
4455,1788453
4456,1791673
4457,1793031
4458,1795754
4459,1798642
4460,1802207
4461,1802612
4462,1806418
4463,1806941
4464,1809837
4465,1811782
4466,1819043
4467,1822517
4468,1824563
4469,1832231
4470,1833976
4471,1834335
4472,1844421
4473,1845756
4474,1846781
4475,1847948
4476,1850927
4477,1856361
4478,1860399
4479,1861235
4480,1865979
4481,1866482
4482,1866969
4483,1869270
4484,1869455
4485,1872406
4486,1874887
4487,1875914
4488,1880242
4489,1880544
4490,1881095
4491,1885413
4492,1885508
4493,1887260
4494,1889551
4495,1890111
4496,1891914
4497,1892014
4498,1892836
4499,1898206
4500,1911107
4501,1912747
4502,1914683
4503,1915430
4504,1916622
4505,1922672
4506,1929244
4507,1929716
4508,1931931
4509,1932590
4510,1936139
4511,1936563
4512,1937769
4513,1938642
4514,1953420
4515,1957168
4516,1960940
4517,1964244
4518,1969950
4519,1971883
4520,1972855
4521,1974914
4522,1975041
4523,1975966
4524,1977373
4525,1981104
4526,1982120
4527,1984537
4528,1984658
4529,1985855
4530,1992415
4531,1993624
4532,1993797
4533,1995491
4534,1995644
4535,1997575
4536,2001330
4537,2007851
4538,2009837
4539,2016527
4540,2017993
4541,2020248
4542,2020744
4543,2026229
4544,2026418
4545,2030162
4546,2036559
4547,2037984
4548,2041304
4549,2042189
4550,2043535
4551,2044289
4552,2050589
4553,2052874
4554,2065577
4555,2066408
4556,2068667
4557,2069191
4558,2072040
4559,2073593
4560,2078274
4561,2082216
4562,2084160
4563,2084839
4564,2086212
4565,2086216
4566,2092113
4567,2093425
4568,2097204
4569,2098297
4570,2099557
4571,2100202
4572,2101512
4573,2102887
4574,2105172
4575,2115859
4576,2119942
4577,2123366
4578,2127352
4579,2128238
4580,2134387
4581,2138302
4582,2142576
4583,2145556
4584,2148087
4585,2150515
4586,2153524
4587,2154997
4588,2155405
4589,2161299
4590,2161700
4591,2165585
4592,2167222
4593,2169280
4594,2170379
4595,2171283
4596,2171761
4597,2173062
4598,2174004
4599,2174049
4600,2175582
4601,2177064
4602,2184704
4603,2184863
4604,2189024
4605,2189702
4606,2189720
4607,2190059
4608,2198250
4609,2201142
4610,2201321
4611,2207090
4612,2207668
4613,2208401
4614,2210644
4615,2222442
4616,2228861
4617,2229481
4618,2229878
4619,2231077
4620,2231101
4621,2232545
4622,2234025
4623,2234567
4624,2236099
4625,2236710
4626,2236952
4627,2238116
4628,2240086
4629,2245362
4630,2248789
4631,2250827
4632,2251197
4633,2251295
4634,2251924
4635,2257727
4636,2260157
4637,2261520
4638,2264344
4639,2264548
4640,2272242
4641,2273281
4642,2277220
4643,2278264
4644,2297236
4645,2298768
4646,2300350
4647,2301879
4648,2303504
4649,2303660
4650,2307583
4651,2307819
4652,2308716
4653,2310468
4654,2312181
4655,2312985
4656,2313034
4657,2313604
4658,2313782
4659,2314005
4660,2318754
4661,2322046
4662,2326111
4663,2326177
4664,2329443
4665,2333595
4666,2334520
4667,2338518
4668,2339096
4669,2339652
4670,2342355
4671,2344957
4672,2350498
4673,2357853
4674,2360424
4675,2363168
4676,2372249
4677,2376373
4678,2378104
4679,2380108
4680,2382150
4681,2389465
4682,2389834
4683,2392077
4684,2397123
4685,2397148
4686,2397322
4687,2397860
4688,2400077
4689,2400270
4690,2403408
4691,2405141
4692,2412860
4693,2414875
4694,2415527
4695,2417879
4696,2420915
4697,2424405
4698,2427253
4699,2434659
4700,2438733
4701,2440719
4702,2444172
4703,2451677
4704,2452962
4705,2454912
4706,2455461
4707,2457164
4708,2459376
4709,2460521
4710,2460760
4711,2465817
4712,2469038
4713,2469277
4714,2470876
4715,2473357
4716,2473760
4717,2476198
4718,2478722
4719,2479975
4720,2481488
4721,2481969
4722,2482350
4723,2482882
4724,2485358
4725,2487404
4726,2491068
4727,2497724
4728,2499676
4729,2499999
4730,2505015
4731,2505589
4732,2506728
4733,2506763
4734,2511236
4735,2513313
4736,2523814
4737,2524194
4738,2524703
4739,2525104
4740,2533376
4741,2535547
4742,2536131
4743,2536825
4744,2540225
4745,2542358
4746,2542584
4747,2543323
4748,2545485
4749,2545662
4750,2549717
4751,2550401
4752,2557369
4753,2557780
4754,2560719
4755,2570163
4756,2576794
4757,2578458
4758,2583237
4759,2583429
4760,2586903
4761,2593902
4762,2594921
4763,2596365
4764,2601754
4765,2602237
4766,2605621
4767,2607966
4768,2609482
4769,2613569
4770,2620659
4771,2621162
4772,2621656
4773,2622679
4774,2630558
4775,2630803
4776,2635868
4777,2636096
4778,2642196
4779,2645298
4780,2645787
4781,2645863
4782,2649698
4783,2650560
4784,2653537
4785,2656809
4786,2657411
4787,2657426
4788,2664930
4789,2666865
4790,2667188
4791,2669468
4792,2676172
4793,2688609
4794,2692466
4795,2695377
4796,2696481
4797,2696836
4798,2697074
4799,2704071
4800,2705442
4801,2706298
4802,2710412
4803,2712257
4804,2715461
4805,2727684
4806,2727789
4807,2732137
4808,2734131
4809,2734743
4810,2737718
4811,2738005
4812,2738220
4813,2743018
4814,2750306
4815,2753442
4816,2755169
4817,2755918
4818,2759182
4819,2764735
4820,2766614
4821,2771938
4822,2777086
4823,2778042
4824,2779909
4825,2787791
4826,2789551
4827,2790539
4828,2792445
4829,2792665
4830,2793509
4831,2794127
4832,2794748
4833,2796572
4834,2803883
4835,2810235
4836,2811267
4837,2816503
4838,2817668
4839,2818313
4840,2818695
4841,2819949
4842,2822148
4843,2824614
4844,2826559
4845,2832887
4846,2844907
4847,2847903
4848,2849763
4849,2850262
4850,2850665
4851,2853865
4852,2854229
4853,2854300
4854,2857599
4855,2865337
4856,2866536
4857,2872557
4858,2874864
4859,2876512
4860,2878657
4861,2879984
4862,2893603
4863,2900348
4864,2908433
4865,2910765
4866,2911090
4867,2922156
4868,2924081
4869,2924732
4870,2925706
4871,2936604
4872,2937231
4873,2941160
4874,2942753
4875,2945670
4876,2949903
4877,2950393
4878,2958344
4879,2960639
4880,2979002
4881,2982034
4882,2985546
4883,2989536
4884,2990320
4885,2994165
4886,2994799
4887,2996442
4888,2999561
4889,3006450
4890,3010859
4891,3011165
4892,3012226
4893,3018716
4894,3022936
4895,3023377
4896,3025032
4897,3033990
4898,3040803
4899,3047817
4900,3050012
4901,3051784
4902,3055992
4903,3063367
4904,3067268
4905,3067578
4906,3068152
4907,3069880
4908,3071056
4909,3081291
4910,3083423
4911,3087377
4912,3088315
4913,3094628
4914,3096746
4915,3097659
4916,3102326
4917,3109866
4918,3110272
4919,3110950
4920,3111397
4921,3114199
4922,3114480
4923,3118122
4924,3138543
4925,3139003
4926,3139048
4927,3152392
4928,3159723
4929,3163283
4930,3173853
4931,3180165
4932,3181951
4933,3189503
4934,3198778
4935,3201782
4936,3207091
4937,3210781
4938,3212438
4939,3220024
4940,3222835
4941,3224263
4942,3225417
4943,3230204
4944,3240325
4945,3243924
4946,3244784
4947,3245160
4948,3247530
4949,3248481
4950,3249487
4951,3252168
4952,3254466
4953,3255268
4954,3266713
4955,3273897
4956,3276246
4957,3291998
4958,3292085
4959,3292807
4960,3293496
4961,3305604
4962,3309121
4963,3313195
4964,3318152
4965,3319697
4966,3337651
4967,3344804
4968,3352952
4969,3361120
4970,3363185
4971,3369296
4972,3372361
4973,3372836
4974,3380142
4975,3385867
4976,3397595
4977,3399116
4978,3402558
4979,3402918
4980,3409543
4981,3414610
4982,3416941
4983,3421120
4984,3421828
4985,3433121
4986,3445286
4987,3453803
4988,3453964
4989,3462003
4990,3471207
4991,3471373
4992,3472838
4993,3474730
4994,3475358
4995,3482975
4996,3483167
4997,3489626
4998,3489867
4999,3489953
5000,3495562
5001,3495839
5002,3496909
5003,3505637
5004,3508208
5005,3509150
5006,3514033
5007,3519461
5008,3522619
5009,3533557
5010,3542718
5011,3558481
5012,3581874
5013,3582310
5014,3584279
5015,3587989
5016,3588461
5017,3591481
5018,3598132
5019,3604222
5020,3607676
5021,3607870
5022,3614244
5023,3623618
5024,3625197
5025,3629698
5026,3632702
5027,3633815
5028,3651295
5029,3652328
5030,3665924
5031,3671906
5032,3680360
5033,3685290
5034,3691994
5035,3697309
5036,3705799
5037,3709867
5038,3710775
5039,3715294
5040,3723822
5041,3724046
5042,3724808
5043,3729007
5044,3734582
5045,3736325
5046,3743176
5047,3746559
5048,3754924
5049,3755097
5050,3760682
5051,3768586
5052,3771242
5053,3772957
5054,3778823
5055,3783315
5056,3787642
5057,3795680
5058,3800613
5059,3801405
5060,3801909
5061,3804756
5062,3824475
5063,3825270
5064,3837084
5065,3838696
5066,3838955
5067,3845107
5068,3847899
5069,3850415
5070,3856118
5071,3861542
5072,3862716
5073,3867802
5074,3869759
5075,3881683
5076,3884986
5077,3891131
5078,3895573
5079,3904350
5080,3911606
5081,3912528
5082,3932866
5083,3936705
5084,3940455
5085,3942719
5086,3959821
5087,3962240
5088,3966240
5089,3972201
5090,3974447
5091,3974562
5092,3976082
5093,3979172
5094,3983426
5095,3985908
5096,3989627
5097,3990888
5098,4001137
5099,4003537
5100,4004057
5101,4009181
5102,4011508
5103,4012150
5104,4022723
5105,4025273
5106,4043734
5107,4047298
5108,4052719
5109,4053411
5110,4073018
5111,4078747
5112,4078787
5113,4079191
5114,4079231
5115,4084882
5116,4085460
5117,4085846
5118,4100625
5119,4102068
5120,4107358
5121,4108771
5122,4127076
5123,4130441
5124,4138713
5125,4146136
5126,4146508
5127,4147213
5128,4150668
5129,4158029
5130,4159762
5131,4162536
5132,4174445
5133,4174499
5134,4175824
5135,4183652
5136,4192334
5137,4193141
5138,4198115
5139,4198645
5140,4201634
5141,4217070
5142,4222140
5143,4227710
5144,4232880
5145,4237175
5146,4242025
5147,4243533
5148,4258307
5149,4261573
5150,4262011
5151,4266325
5152,4269273
5153,4274925
5154,4277326
5155,4279820
5156,4280852
5157,4284132
5158,4288454
5159,4291114
5160,4291184
5161,4298241
5162,4299449
5163,4300646
5164,4301117
5165,4309153
5166,4316150
5167,4316270
5168,4318407
5169,4327187
5170,4327503
5171,4342781
5172,4344801
5173,4351163
5174,4384064
5175,4393625
5176,4401971
5177,4414360
5178,4418414
5179,4422780
5180,4427578
5181,4428123
5182,4429108
5183,4438774
5184,4456809
5185,4459771
5186,4461269
5187,4471200
5188,4474576
5189,4479311
5190,4489005
5191,4491055
5192,4495616
5193,4509694
5194,4511932
5195,4521964
5196,4526412
5197,4527740
5198,4531088
5199,4533866
5200,4534282
5201,4537310
5202,4547898
5203,4549869
5204,4552136
5205,4568894
5206,4576014
5207,4577912
5208,4578937
5209,4579278
5210,4584082
5211,4589299
5212,4591174
5213,4593111
5214,4600260
5215,4611712
5216,4615014
5217,4616290
5218,4616389
5219,4618678
5220,4620085
5221,4620984
5222,4635391
5223,4648639
5224,4651284
5225,4652629
5226,4655234
5227,4657747
5228,4669173
5229,4669208
5230,4669447
5231,4677513
5232,4684955
5233,4685536
5234,4687378
5235,4688419
5236,4709315
5237,4715435
5238,4716534
5239,4721525
5240,4726055
5241,4727557
5242,4728614
5243,4745449
5244,4753573
5245,4773490
5246,4773515
5247,4778335
5248,4779378
5249,4781176
5250,4782825
5251,4783850
5252,4794325
5253,4796071
5254,4796183
5255,4799700
5256,4809684
5257,4811481
5258,4817476
5259,4818897
5260,4824443
5261,4824688
5262,4839622
5263,4846605
5264,4850795
5265,4854498
5266,4856128
5267,4859857
5268,4860502
5269,4865043
5270,4867290
5271,4870997
5272,4878365
5273,4881912
5274,4884894
5275,4891109
5276,4908483
5277,4917479
5278,4919410
5279,4919918
5280,4920410
5281,4933067
5282,4938991
5283,5002902
5284,5015059
5285,5018334
5286,5030553
5287,5035742
5288,5052823
5289,5062957
5290,5064272
5291,5076797
5292,5082046
5293,5089411
5294,5094986
5295,5105488
5296,5106636
5297,5110642
5298,5118360
5299,5121690
5300,5133532
5301,5137148
5302,5137891
5303,5138567
5304,5139292
5305,5147756
5306,5158318
5307,5162635
5308,5162866
5309,5166962
5310,5181235
5311,5185962
5312,5188856
5313,5196742
5314,5212708
5315,5217176
5316,5228884
5317,5232505
5318,5241645
5319,5242745
5320,5253064
5321,5262027
5322,5262975
5323,5264279
5324,5287837
5325,5296395
5326,5306748
5327,5306877
5328,5319348
5329,5327233
5330,5332424
5331,5346817
5332,5348756
5333,5349504
5334,5351824
5335,5379885
5336,5391324
5337,5395166
5338,5413889
5339,5416791
5340,5419298
5341,5420222
5342,5424983
5343,5428599
5344,5455855
5345,5470704
5346,5480856
5347,5482475
5348,5487644
5349,5491634
5350,5513252
5351,5518321
5352,5525951
5353,5531692
5354,5532599
5355,5534502
5356,5550724
5357,5550791
5358,5576711
5359,5580591
5360,5582485
5361,5583390
5362,5594146
5363,5599233
5364,5603155
5365,5611900
5366,5621494
5367,5624175
5368,5626266
5369,5629411
5370,5640613
5371,5657740
5372,5659228
5373,5677446
5374,5680055
5375,5692442
5376,5708506
5377,5708874
5378,5709410
5379,5715717
5380,5723669
5381,5741051
5382,5744488
5383,5745245
5384,5775591
5385,5775977
5386,5787410
5387,5790303
5388,5792716
5389,5799069
5390,5799942
5391,5813312
5392,5819341
5393,5821877
5394,5824039
5395,5828730
5396,5829304
5397,5832079
5398,5836205
5399,5842451
5400,5843108
5401,5858484
5402,5869309
5403,5869936
5404,5871587
5405,5873982
5406,5887251
5407,5888606
5408,5903924
5409,5906242
5410,5911003
5411,5914997
5412,5925934
5413,5926915
5414,5944179
5415,5952394
5416,5960520
5417,5964140
5418,6013729
5419,6020943
5420,6022410
5421,6037505
5422,6038183
5423,6047973
5424,6059628
5425,6060864
5426,6066159
5427,6076094
5428,6078433
5429,6079067
5430,6080899
5431,6082637
5432,6089318
5433,6092189
5434,6092602
5435,6097669
5436,6100443
5437,6102939
5438,6108637
5439,6120920
5440,6130987
5441,6156429
5442,6218303
5443,6218869
5444,6222159
5445,6238902
5446,6248469
5447,6253246
5448,6253436
5449,6262568
5450,6269705
5451,6274756
5452,6276459
5453,6290738
5454,6291001
5455,6332442
5456,6336753
5457,6351236
5458,6363293
5459,6367077
5460,6367695
5461,6370663
5462,6378938
5463,6387659
5464,6399806
5465,6402423
5466,6402883
5467,6410302
5468,6411541
5469,6414504
5470,6426444
5471,6431483
5472,6433273
5473,6436589
5474,6436714
5475,6437827
5476,6442287
5477,6459470
5478,6469304
5479,6470493
5480,6472353
5481,6483134
5482,6483406
5483,6490543
5484,6491500
5485,6498806
5486,6507034
5487,6510773
5488,6514531
5489,6519848
5490,6528560
5491,6528821
5492,6549585
5493,6554739
5494,6556521
5495,6560573
5496,6560663
5497,6567690
5498,6573648
5499,6587922
5500,6589288
5501,6593458
5502,6598411
5503,6608545
5504,6615780
5505,6616384
5506,6624005
5507,6634904
5508,6638776
5509,6639052
5510,6646298
5511,6652398
5512,6654357
5513,6658321
5514,6669417
5515,6676641
5516,6680509
5517,6686122
5518,6688767
5519,6690544
5520,6702352
5521,6712080
5522,6712449
5523,6715788
5524,6715915
5525,6724058
5526,6730827
5527,6758627
5528,6761240
5529,6769444
5530,6782435
5531,6793993
5532,6802347
5533,6809462
5534,6811619
5535,6818889
5536,6837026
5537,6844056
5538,6847163
5539,6847293
5540,6852419
5541,6861030
5542,6867964
5543,6873707
5544,6883380
5545,6899180
5546,6912451
5547,6914818
5548,6921260
5549,6924214
5550,6933609
5551,6937915
5552,6947284
5553,6947563
5554,6948234
5555,6951839
5556,6952201
5557,7012435
5558,7013980
5559,7021948
5560,7052133
5561,7053087
5562,7058515
5563,7063785
5564,7088210
5565,7089388
5566,7103725
5567,7112394
5568,7119033
5569,7120415
5570,7126399
5571,7149482
5572,7151940
5573,7153049
5574,7155958
5575,7162029
5576,7164660
5577,7174505
5578,7192751
5579,7194221
5580,7197877
5581,7222806
5582,7224560
5583,7224828
5584,7224947
5585,7230518
5586,7232312
5587,7233180
5588,7236293
5589,7240380
5590,7263214
5591,7270344
5592,7282085
5593,7286995
5594,7288323
5595,7289091
5596,7291647
5597,7299768
5598,7306058
5599,7309151
5600,7309788
5601,7323092
5602,7323832
5603,7330542
5604,7334658
5605,7348143
5606,7366420
5607,7401028
5608,7422486
5609,7427587
5610,7429287
5611,7433027
5612,7448411
5613,7454564
5614,7462894
5615,7463530
5616,7474757
5617,7482573
5618,7485445
5619,7487262
5620,7497217
5621,7499923
5622,7512655
5623,7529270
5624,7534307
5625,7553184
5626,7553528
5627,7562331
5628,7566201
5629,7569095
5630,7572467
5631,7573243
5632,7613519
5633,7614036
5634,7633422
5635,7643911
5636,7646966
5637,7654238
5638,7657548
5639,7659872
5640,7661029
5641,7673230
5642,7720158
5643,7721116
5644,7735026
5645,7741331
5646,7743978
5647,7750212
5648,7755494
5649,7757665
5650,7767699
5651,7770924
5652,7783424
5653,7783775
5654,7802833
5655,7802850
5656,7816785
5657,7853943
5658,7858646
5659,7860660
5660,7860753
5661,7874857
5662,7881516
5663,7884118
5664,7900507
5665,7919927
5666,7950577
5667,7956587
5668,7958346
5669,7970181
5670,7975434
5671,7985099
5672,7986056
5673,7990634
5674,7990937
5675,8012382
5676,8013193
5677,8014090
5678,8034926
5679,8036633
5680,8043048
5681,8049320
5682,8058420
5683,8061253
5684,8071658
5685,8071703
5686,8075002
5687,8075600
5688,8077870
5689,8086589
5690,8096805
5691,8111929
5692,8125112
5693,8138172
5694,8138672
5695,8144106
5696,8146266
5697,8182789
5698,8184066
5699,8204985
5700,8219258
5701,8234911
5702,8247894
5703,8256374
5704,8265443
5705,8296514
5706,8305550
5707,8307674
5708,8320233
5709,8332726
5710,8341351
5711,8348811
5712,8350956
5713,8369060
5714,8370213
5715,8373604
5716,8381294
5717,8384321
5718,8408574
5719,8417419
5720,8432892
5721,8433301
5722,8440290
5723,8451897
5724,8463075
5725,8467960
5726,8477884
5727,8483467
5728,8493855
5729,8512031
5730,8512080
5731,8514950
5732,8520297
5733,8525800
5734,8554786
5735,8564838
5736,8575817
5737,8586924
5738,8598153
5739,8610489
5740,8633942
5741,8644125
5742,8657212
5743,8681829
5744,8683252
5745,8685337
5746,8689191
5747,8716432
5748,8726393
5749,8727101
5750,8728131
5751,8736707
5752,8739893
5753,8747518
5754,8760448
5755,8774612
5756,8781307
5757,8788143
5758,8811909
5759,8823955
5760,8830447
5761,8830905
5762,8835356
5763,8843960
5764,8846379
5765,8867058
5766,8898540
5767,8898626
5768,8937457
5769,8937807
5770,8955716
5771,8957022
5772,8971165
5773,8973705
5774,8974879
5775,8977086
5776,8991464
5777,9003045
5778,9016224
5779,9020383
5780,9024109
5781,9049565
5782,9056586
5783,9057552
5784,9074581
5785,9129991
5786,9131812
5787,9151978
5788,9152258
5789,9153410
5790,9158763
5791,9168523
5792,9180993
5793,9198708
5794,9205991
5795,9215686
5796,9222880
5797,9240289
5798,9253268
5799,9254541
5800,9273503
5801,9276357
5802,9288913
5803,9297823
5804,9324174
5805,9357789
5806,9362171
5807,9362704
5808,9379990
5809,9388367
5810,9397373
5811,9403734
5812,9405019
5813,9415410
5814,9424356
5815,9424384
5816,9425097
5817,9432335
5818,9440333
5819,9449686
5820,9464701
5821,9477109
5822,9479109
5823,9482934
5824,9491758
5825,9518360
5826,9528997
5827,9590756
5828,9640968
5829,9661932
5830,9669017
5831,9677041
5832,9692131
5833,9720324
5834,9727697
5835,9729535
5836,9735522
5837,9744058
5838,9764492
5839,9791183
5840,9792735
5841,9811435
5842,9816014
5843,9821509
5844,9822471
5845,9826525
5846,9860277
5847,9861990
5848,9863951
5849,9867969
5850,9887790
5851,9899448
5852,9909859
5853,9936320
5854,9941603
5855,9945068
5856,9953598
5857,10006316
5858,10021263
5859,10040534
5860,10040810
5861,10084395
5862,10096194
5863,10121058
5864,10139630
5865,10159349
5866,10174758
5867,10183128
5868,10202731
5869,10215574
5870,10230349
5871,10248098
5872,10262801
5873,10267750
5874,10272072
5875,10276338
5876,10278847
5877,10341569
5878,10351263
5879,10352294
5880,10358200
5881,10358314
5882,10365492
5883,10371655
5884,10378806
5885,10392417
5886,10397506
5887,10426308
5888,10428377
5889,10479971
5890,10481875
5891,10482137
5892,10510134
5893,10515643
5894,10526301
5895,10537864
5896,10548942
5897,10554361
5898,10565881
5899,10596150
5900,10608185
5901,10618973
5902,10620467
5903,10629862
5904,10647735
5905,10681156
5906,10703453
5907,10712678
5908,10718515
5909,10736781
5910,10760794
5911,10774222
5912,10775403
5913,10777007
5914,10806774
5915,10819163
5916,10821717
5917,10822388
5918,10822609
5919,10832027
5920,10842015
5921,10866139
5922,10873476
5923,10887863
5924,10932933
5925,10946215
5926,10946304
5927,10959696
5928,10966717
5929,11007808
5930,11030832
5931,11040814
5932,11060307
5933,11074286
5934,11078689
5935,11080990
5936,11109375
5937,11118225
5938,11130944
5939,11140205
5940,11165632
5941,11175983
5942,11210824
5943,11224183
5944,11232709
5945,11257472
5946,11261768
5947,11268231
5948,11297260
5949,11302417
5950,11313660
5951,11337899
5952,11340113
5953,11347495
5954,11351376
5955,11387795
5956,11429340
5957,11433827
5958,11439817
5959,11455255
5960,11475995
5961,11490815
5962,11563341
5963,11564504
5964,11570268
5965,11573319
5966,11605164
5967,11613431
5968,11621480
5969,11623472
5970,11623940
5971,11627657
5972,11633600
5973,11636846
5974,11683144
5975,11699781
5976,11703724
5977,11720866
5978,11725173
5979,11729977
5980,11730523
5981,11739037
5982,11756130
5983,11759716
5984,11775659
5985,11782683
5986,11785093
5987,11801101
5988,11808879
5989,11839230
5990,11847471
5991,11849032
5992,11870467
5993,11879476
5994,11894449
5995,11909658
5996,11919842
5997,11928687
5998,11963855
5999,11964109
6000,11968266
6001,11969506
6002,12005097
6003,12031171
6004,12050123
6005,12053799
6006,12108872
6007,12131539
6008,12161649
6009,12175006
6010,12177138
6011,12178350
6012,12180062
6013,12200737
6014,12201364
6015,12209927
6016,12211708
6017,12219061
6018,12222185
6019,12239967
6020,12245668
6021,12265059
6022,12269475
6023,12290148
6024,12291412
6025,12337373
6026,12338197
6027,12357056
6028,12405693
6029,12406377
6030,12442123
6031,12473439
6032,12479148
6033,12484176
6034,12520223
6035,12538783
6036,12555881
6037,12568076
6038,12597271
6039,12598164
6040,12615548
6041,12619468
6042,12626799
6043,12629798
6044,12633814
6045,12642487
6046,12668485
6047,12668660
6048,12671119
6049,12700073
6050,12700864
6051,12710894
6052,12716193
6053,12720456
6054,12721180
6055,12746066
6056,12746080
6057,12763317
6058,12789208
6059,12790361
6060,12796098
6061,12811292
6062,12811536
6063,12824982
6064,12831164
6065,12841231
6066,12873566
6067,12934218
6068,12947003
6069,12957405
6070,12966941
6071,12967820
6072,12986900
6073,13045475
6074,13054770
6075,13097691
6076,13103164
6077,13136274
6078,13141358
6079,13165614
6080,13165689
6081,13174041
6082,13176158
6083,13181377
6084,13203833
6085,13204856
6086,13232728
6087,13240629
6088,13243239
6089,13253689
6090,13298346
6091,13306465
6092,13321764
6093,13340930
6094,13355382
6095,13359857
6096,13375086
6097,13391077
6098,13411623
6099,13419131
6100,13428595
6101,13449337
6102,13464570
6103,13518875
6104,13534215
6105,13536566
6106,13541388
6107,13573684
6108,13581688
6109,13606903
6110,13625633
6111,13649449
6112,13650519
6113,13653041
6114,13688927
6115,13694516
6116,13695860
6117,13737748
6118,13739870
6119,13748983
6120,13753964
6121,13761447
6122,13770431
6123,13776526
6124,13779015
6125,13787720
6126,13789184
6127,13818331
6128,13819645
6129,13820102
6130,13821124
6131,13832663
6132,13834845
6133,13849672
6134,13855191
6135,13934605
6136,13988057
6137,13991829
6138,13993433
6139,13993698
6140,14035328
6141,14083232
6142,14086694
6143,14102317
6144,14109569
6145,14115599
6146,14120133
6147,14136468
6148,14144615
6149,14157021
6150,14158614
6151,14158835
6152,14171915
6153,14190086
6154,14191208
6155,14200424
6156,14211872
6157,14218679
6158,14219527
6159,14229525
6160,14233480
6161,14257827
6162,14266098
6163,14268006
6164,14269217
6165,14269326
6166,14307553
6167,14324508
6168,14354809
6169,14368346
6170,14377240
6171,14399240
6172,14410538
6173,14426282
6174,14426771
6175,14436416
6176,14443455
6177,14470145
6178,14473650
6179,14474696
6180,14487619
6181,14508869
6182,14525113
6183,14534002
6184,14550894
6185,14569000
6186,14572663
6187,14603846
6188,14638368
6189,14649545
6190,14657830
6191,14700180
6192,14741942
6193,14757905
6194,14759112
6195,14794828
6196,14795752
6197,14807672
6198,14835983
6199,14856228
6200,14877804
6201,14901835
6202,14906028
6203,14908236
6204,14909500
6205,14914553
6206,14923774
6207,14930460
6208,14933235
6209,14936286
6210,15027078
6211,15028178
6212,15033511
6213,15036880
6214,15066745
6215,15069902
6216,15109316
6217,15126375
6218,15138094
6219,15148344
6220,15158066
6221,15162127
